pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
4-Seam,2023-06-08,91.5,-1.91,5.98,"Schmitt, Casey",669477,502624,No event,ball,NA,NA,NA,NA,12,Casey Schmitt lines out to center fielder Brenton Doyle.,R,R,Right,COL,SF,Ball,NA,,2,0,2023,-0.45,1.1,1.17,2.85,NA,NA,NA,0,3,Top,NA,NA,NA,NA,553869,NA,NA,8.6648468187867,-133.190149491921,-4.50151715726311,-6.87007309434442,21.7154873810462,-18.2365752318345,3.07,1.49,NA,NA,NA,91.7,2127,5.9,717846,502624,553869,666134,605612,641857,678662,595777,686668,545341,54.64,NA,NA,NA,NA,NA,NA,NA,23,3,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard,205,0,0.135
Cutter,2023-06-08,87,-1.93,6.01,"Schmitt, Casey",669477,502624,No event,ball,NA,NA,NA,NA,12,Casey Schmitt lines out to center fielder Brenton Doyle.,R,R,Right,COL,SF,Ball,NA,,1,0,2023,0.33,0.55,0.85,2.41,NA,NA,NA,0,3,Top,NA,NA,NA,NA,553869,NA,NA,5.95360088822984,-126.805629588327,-3.7360044858086,2.74603340336348,18.7104828994929,-25.6826751598445,3.19,1.49,NA,NA,NA,87.4,2296,5.9,717846,502624,553869,666134,605612,641857,678662,595777,686668,545341,54.65,NA,NA,NA,NA,NA,NA,NA,23,2,Cutter,4,1,1,4,1,4,1,4,Standard,Standard,175,0,0.065
4-Seam,2023-06-08,91.7,-1.97,6.01,"Schmitt, Casey",669477,502624,No event,ball,NA,NA,NA,NA,12,Casey Schmitt lines out to center fielder Brenton Doyle.,R,R,Right,COL,SF,Ball,NA,,0,0,2023,-0.39,0.96,1.18,2.33,NA,NA,NA,0,3,Top,NA,NA,NA,NA,553869,NA,NA,8.75543498618547,-133.484704884573,-5.61966620165297,-6.2179374428227,21.6225614466497,-19.625967082888,3.05,1.49,NA,NA,NA,91.9,2112,5.9,717846,502624,553869,666134,605612,641857,678662,595777,686668,545341,54.64,NA,NA,NA,NA,NA,NA,NA,23,1,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard,203,0,0.037
Sinker,2023-06-08,95.7,-1.28,5.91,"Schmitt, Casey",669477,571539,Field out,hit_into_play,NA,NA,NA,NA,9,"Casey Schmitt grounds out, shortstop Ezequiel Tovar to first baseman Nolan Jones.",R,R,Right,COL,SF,X,6,ground_ball,0,0,2023,-0.99,0.54,0.35,1.75,NA,NA,NA,0,7,Top,113.34,151.47,NA,NA,553869,NA,NA,6.53225953347362,-139.252106150197,-6.66206373852345,-14.2838676448486,26.8257282732737,-23.8912113072123,3.13,1.5,5,83.2,-17,96,2067,6.2,717846,571539,553869,666134,605612,641857,678662,595777,686668,545341,54.33,0.06,0.054,0,1,0,0,2,55,1,Sinker,4,3,3,4,3,4,3,4,Standard,Standard,234,0.043,-0.237
Slider,2023-06-07,84.9,-2.61,5.56,"Schmitt, Casey",669477,657756,Field out,hit_into_play,NA,NA,NA,NA,11,Casey Schmitt flies out to second baseman Harold Castro.,R,R,Right,COL,SF,X,4,fly_ball,1,1,2023,0.07,0.27,-0.57,3.26,NA,NA,NA,2,5,Top,156.49,128.39,NA,NA,642851,NA,NA,4.5754025014579,-123.693286843685,0.247932134187974,0.0111662716580596,19.9473069879396,-29.5468761832391,3.13,1.49,196,60.6,37,84.4,2235,5.5,717852,657756,642851,519058,605612,641857,678662,595777,545341,666134,55,0.363,0.327,0,1,0,0,3,36,3,Slider,3,0,0,3,0,3,0,3,Standard,Standard,146,0.009,-0.101
Slider,2023-06-07,84.9,-2.5,5.53,"Schmitt, Casey",669477,657756,No event,ball,NA,NA,NA,NA,14,Casey Schmitt flies out to second baseman Harold Castro.,R,R,Right,COL,SF,Ball,NA,,0,1,2023,0.02,0.33,0.89,1.4,NA,NA,NA,2,5,Top,NA,NA,NA,NA,642851,NA,NA,7.80718307823873,-123.598307155242,-4.05474573627599,-1.11685084700144,20.563281002552,-28.2485125836986,3.24,1.53,NA,NA,NA,84.5,2223,5.6,717852,657756,642851,519058,605612,641857,678662,595777,545341,666134,54.89,NA,NA,NA,NA,NA,NA,NA,36,2,Slider,3,0,0,3,0,3,0,3,Standard,Standard,163,0,0.014
Slider,2023-06-07,84.1,-2.53,5.56,"Schmitt, Casey",669477,657756,No event,swinging_strike,NA,NA,NA,NA,9,Casey Schmitt flies out to second baseman Harold Castro.,R,R,Right,COL,SF,Strike,NA,,0,0,2023,0.03,0.31,0.69,1.77,NA,NA,NA,2,5,Top,NA,NA,NA,NA,642851,NA,NA,7.34188254716604,-122.553889159107,-3.18129756511382,-0.802001663513974,18.0103177715264,-28.6179773639428,3.13,1.49,NA,NA,NA,84.2,2365,5.7,717852,657756,642851,519058,605612,641857,678662,595777,545341,666134,54.81,NA,NA,NA,NA,NA,NA,NA,36,1,Slider,3,0,0,3,0,3,0,3,Standard,Standard,170,0,-0.018
2-Seam,2023-06-07,83.8,-2.89,4.3,"Schmitt, Casey",669477,664875,Double Play,hit_into_play,NA,NA,NA,NA,5,"Casey Schmitt grounds into a double play, third baseman Ryan McMahon to second baseman Harold Castro to first baseman Mike Moustakas.   Patrick Bailey out at 2nd.    Casey Schmitt out at 1st.",R,R,Right,COL,SF,X,5,ground_ball,0,2,2023,1.4,-0.05,-0.07,2.46,NA,596103,672275,1,8,Top,100.05,164.52,NA,NA,642851,NA,NA,3.76469268936795,-122.11499069590501,2.1912978604714,13.3427019211468,22.6114834270259,-33.3350234990922,3.13,1.49,57,101.5,1,83.9,3119,6.1,717852,664875,642851,519058,605612,641857,678662,595777,545341,666134,54.36,0.491,0.448,0,1,0,0,4,67,4,Sweeper,4,5,5,4,5,4,5,4,Standard,Standard,70,0.083,-0.434
2-Seam,2023-06-07,82.7,-3.04,4.14,"Schmitt, Casey",669477,664875,No event,foul,NA,NA,NA,NA,7,"Casey Schmitt grounds into a double play, third baseman Ryan McMahon to second baseman Harold Castro to first baseman Mike Moustakas.   Patrick Bailey out at 2nd.    Casey Schmitt out at 1st.",R,R,Right,COL,SF,Strike,NA,,0,2,2023,1.51,0.15,-0.38,1.76,NA,596103,672275,1,8,Top,NA,NA,NA,NA,642851,NA,NA,3.1201527441734,-120.554869865688,0.699356385177876,14.1986621487101,22.0133744006561,-31.0267552358777,3.13,1.49,96,83.8,7,82.8,3058,6.1,717852,664875,642851,519058,605612,641857,678662,595777,545341,666134,54.41,NA,NA,NA,NA,NA,NA,NA,67,3,Sweeper,4,5,5,4,5,4,5,4,Standard,Standard,77,0,0
2-Seam,2023-06-07,82.4,-3.03,4.27,"Schmitt, Casey",669477,664875,No event,foul,NA,NA,NA,NA,2,"Casey Schmitt grounds into a double play, third baseman Ryan McMahon to second baseman Harold Castro to first baseman Mike Moustakas.   Patrick Bailey out at 2nd.    Casey Schmitt out at 1st.",R,R,Right,COL,SF,Strike,NA,,0,1,2023,1.59,0.19,-0.17,2.67,NA,596103,672275,1,8,Top,NA,NA,NA,NA,642851,NA,NA,3.41286978556929,-119.990232805377,2.49385480720056,14.6912090612611,23.3290484704134,-31.0560182597765,3.13,1.49,306,85.2,30,82.1,3158,6.1,717852,664875,642851,519058,605612,641857,678662,595777,545341,666134,54.41,NA,NA,NA,NA,NA,NA,NA,67,2,Sweeper,4,5,5,4,5,4,5,4,Standard,Standard,75,0,-0.105
Changeup,2023-06-07,78.3,-2.45,5.41,"Schmitt, Casey",669477,657756,Hit by Pitch,hit_by_pitch,NA,NA,NA,NA,11,Casey Schmitt hit by pitch.,R,R,Right,COL,SF,Ball,NA,,1,1,2023,-0.8,0.3,-2.09,4.28,NA,NA,NA,0,3,Top,NA,NA,NA,NA,642851,NA,NA,2.2847411714628,-114.108887550053,3.79152361489099,-7.43857549622571,18.018871797765,-30.3069366089317,3.13,1.49,NA,NA,NA,79.2,1637,6.5,717852,657756,642851,519058,605612,641857,678662,595777,545341,666134,53.96,NA,NA,0.7,1,0,0,NA,20,3,Changeup,3,0,0,3,0,3,0,3,Standard,Standard,277,-0.036,0.406
4-Seam,2023-06-07,91.5,-2.5,5.68,"Schmitt, Casey",669477,657756,No event,foul,NA,NA,NA,NA,3,Casey Schmitt hit by pitch.,R,R,Right,COL,SF,Strike,NA,,1,0,2023,-0.53,1.06,0.56,3.17,NA,NA,NA,0,3,Top,NA,NA,NA,NA,642851,NA,NA,8.81471355367786,-133.08865486212,-2.80698310451813,-8.02642687161828,24.0475725378689,-19.1229021687193,3.13,1.49,246,75.4,49,91.5,2037,6,717852,657756,642851,519058,605612,641857,678662,595777,545341,666134,54.51,NA,NA,NA,NA,NA,NA,NA,20,2,4-Seam Fastball,3,0,0,3,0,3,0,3,Standard,Standard,228,0,-0.048
2-Seam,2023-06-07,81.7,-3.12,4.28,"Schmitt, Casey",669477,664875,No event,called_strike,NA,NA,NA,NA,3,"Casey Schmitt grounds into a double play, third baseman Ryan McMahon to second baseman Harold Castro to first baseman Mike Moustakas.   Patrick Bailey out at 2nd.    Casey Schmitt out at 1st.",R,R,Right,COL,SF,Strike,NA,,0,0,2023,1.56,0.18,0.49,2.74,NA,596103,672275,1,8,Top,NA,NA,NA,NA,642851,NA,NA,5.12962043487324,-118.835827307845,2.74787195487881,13.8219032142784,22.3452121776103,-31.1792118399969,3.1,1.43,NA,NA,NA,81.7,3066,6.3,717852,664875,642851,519058,605612,641857,678662,595777,545341,666134,54.24,NA,NA,NA,NA,NA,NA,NA,67,1,Sweeper,4,5,5,4,5,4,5,4,Standard,Standard,74,0,-0.083
4-Seam,2023-06-07,91.7,-2.39,5.7,"Schmitt, Casey",669477,657756,No event,ball,NA,NA,NA,NA,12,Casey Schmitt hit by pitch.,R,R,Right,COL,SF,Ball,NA,,0,0,2023,-0.76,1.05,0.95,2.52,NA,NA,NA,0,3,Top,NA,NA,NA,NA,642851,NA,NA,10.0800409032757,-133.265846210915,-4.49193770665643,-10.9832973022058,24.6699146784656,-18.8661406072229,3.26,1.5,NA,NA,NA,92.1,2039,6.3,717852,657756,642851,519058,605612,641857,678662,595777,545341,666134,54.18,NA,NA,NA,NA,NA,NA,NA,20,1,4-Seam Fastball,3,0,0,3,0,3,0,3,Standard,Standard,224,0,0.037
Sinker,2023-06-07,90.4,3.14,6.28,"Schmitt, Casey",669477,608718,Single,hit_into_play,NA,NA,NA,NA,4,Casey Schmitt singles on a ground ball to left fielder Jurickson Profar.   Mitch Haniger scores.    Austin Slater scores.    Wilmer Flores to 2nd.,R,R,Left,COL,SF,X,7,ground_ball,2,2,2023,0.62,0.69,-0.73,2.14,571745,596103,527038,0,7,Top,90.24,121.17,NA,NA,642851,NA,NA,-11.1421506374167,-131.315193842948,-6.00585565677943,9.22608908163317,22.803814343099,-23.1263404720615,3.13,1.49,20,96.5,-5,92.5,2192,7.2,717852,608718,642851,519058,605612,641857,678662,595777,545341,666134,53.25,0.246,0.231,0.9,1,1,0,2,53,5,Sinker,4,1,1,4,3,4,3,4,Standard,Standard,157,-0.153,1.16
4-Seam,2023-06-07,87.3,3.02,6.41,"Schmitt, Casey",669477,608718,No event,ball,NA,NA,NA,NA,11,Casey Schmitt singles on a ground ball to left fielder Jurickson Profar.   Mitch Haniger scores.    Austin Slater scores.    Wilmer Flores to 2nd.,R,R,Left,COL,SF,Ball,NA,,1,2,2023,-0.57,0.79,-1.17,5.92,571745,596103,527038,0,7,Top,NA,NA,NA,NA,642851,NA,NA,-9.11040618562005,-126.949349243773,3.36818564765029,-4.70528436586,21.2233748929063,-24.288220689281,3.07,1.53,NA,NA,NA,89.9,2212,7.5,717852,608718,642851,519058,605612,641857,678662,595777,545341,666134,52.99,NA,NA,NA,NA,NA,NA,NA,53,4,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard,176,0,0.08
Changeup,2023-06-07,75.6,3.29,6.51,"Schmitt, Casey",669477,608718,No event,ball,NA,NA,NA,NA,14,Casey Schmitt singles on a ground ball to left fielder Jurickson Profar.   Mitch Haniger scores.    Austin Slater scores.    Wilmer Flores to 2nd.,R,R,Left,COL,SF,Ball,NA,,0,2,2023,0.65,0.64,2.27,1.42,571745,596103,527038,0,7,Top,NA,NA,NA,NA,642851,NA,NA,-3.30691138029192,-110.06932298722,-4.74083157974311,5.81482637625261,17.5371611974359,-26.3629755712087,3.07,1.57,NA,NA,NA,76.6,1664,6.8,717852,608718,642851,519058,605612,641857,678662,595777,545341,666134,53.72,NA,NA,NA,NA,NA,NA,NA,53,3,Changeup,4,1,1,4,1,4,1,4,Standard,Standard,149,0,0.165
Sinker,2023-06-07,88.1,3.13,6.17,"Schmitt, Casey",669477,608718,No event,foul,NA,NA,NA,NA,2,Casey Schmitt singles on a ground ball to left fielder Jurickson Profar.   Mitch Haniger scores.    Austin Slater scores.    Wilmer Flores to 2nd.,R,R,Left,COL,SF,Strike,NA,,0,1,2023,0.87,0.69,0.12,2.68,571745,596103,527038,0,7,Top,NA,NA,NA,NA,642851,NA,NA,-9.34699578018312,-128.079019961199,-3.96156471668131,11.2988413302425,22.8867195223202,-23.9781230033941,3.13,1.49,220,77.1,22,90.8,2174,7.7,717852,608718,642851,519058,605612,641857,678662,595777,545341,666134,52.81,NA,NA,NA,NA,NA,NA,NA,53,2,Sinker,4,1,1,4,1,4,1,4,Standard,Standard,154,0,-0.164
Sinker,2023-06-07,90,3.2,6.26,"Schmitt, Casey",669477,608718,No event,called_strike,NA,NA,NA,NA,3,Casey Schmitt singles on a ground ball to left fielder Jurickson Profar.   Mitch Haniger scores.    Austin Slater scores.    Wilmer Flores to 2nd.,R,R,Left,COL,SF,Strike,NA,,0,0,2023,0.79,0.62,0.62,3.07,571745,596103,527038,0,7,Top,NA,NA,NA,NA,642851,NA,NA,-8.22440446536867,-130.95589424589,-3.39484233168803,10.7073200843217,24.1424066163079,-24.4893818995726,3.24,1.5,NA,NA,NA,92.1,2124,7.3,717852,608718,642851,519058,605612,641857,678662,595777,545341,666134,53.22,NA,NA,NA,NA,NA,NA,NA,53,1,Sinker,4,1,1,4,1,4,1,4,Strategic,Standard,150,0,-0.124
Slider,2023-06-04,84.5,-1.29,6.85,"Schmitt, Casey",669477,669330,Strikeout,called_strike,NA,NA,NA,NA,9,Casey Schmitt called out on strikes.,R,R,Right,SF,BAL,Strike,2,,1,2,2023,0.58,0.39,0.55,1.55,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,543510,NA,NA,3.14873390798794,-122.973146448032,-6.86511697585174,5.35198574581569,21.5604441856467,-27.1250336006605,2.97,1.47,NA,NA,NA,85.2,2372,6.5,717890,669330,543510,663624,624428,623507,622761,669720,543305,623993,54.05,NA,NA,0,1,0,0,NA,41,4,Slider,0,6,0,6,6,0,0,6,Standard,Standard,144,-0.008,-0.174
Slider,2023-06-04,84,-1.2,6.86,"Schmitt, Casey",669477,669330,No event,ball,NA,NA,NA,NA,14,Casey Schmitt called out on strikes.,R,R,Right,SF,BAL,Ball,NA,,0,2,2023,0.45,0.21,1.31,1.25,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,543510,NA,NA,4.93883319308709,-122.151743914452,-7.04491595747636,3.59092784923203,22.8355333795683,-28.9773083505693,3,1.47,NA,NA,NA,84.4,2411,6.5,717890,669330,543510,663624,624428,623507,622761,669720,543305,623993,54,NA,NA,NA,NA,NA,NA,NA,41,3,Slider,0,6,0,6,6,0,0,6,Standard,Standard,149,0,0.023
Cutter,2023-06-04,89.1,-1.4,6.87,"Schmitt, Casey",669477,669330,No event,foul,NA,NA,NA,NA,12,Casey Schmitt called out on strikes.,R,R,Right,SF,BAL,Strike,NA,,0,1,2023,-0.11,1.36,1.02,3.04,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,543510,NA,NA,6.17645160259643,-129.533875212673,-6.23649560197329,-2.494038426666,27.3274930719237,-15.725740754494,3.13,1.49,190,69.1,34,89.2,2190,6.4,717890,669330,543510,663624,624428,623507,622761,669720,543305,623993,54.08,NA,NA,NA,NA,NA,NA,NA,41,2,Cutter,0,6,0,6,6,0,0,6,Standard,Standard,192,0,-0.047
Cutter,2023-06-04,87.7,-1.21,6.88,"Schmitt, Casey",669477,669330,No event,foul,NA,NA,NA,NA,3,Casey Schmitt called out on strikes.,R,R,Right,SF,BAL,Strike,NA,,0,0,2023,-0.07,1.41,0.54,2.67,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,543510,NA,NA,4.37975782812307,-127.539768456787,-6.9904526802876,-1.67206164760906,25.3020205770537,-15.5628098217733,3.13,1.49,6,41.1,-21,88,2335,6.4,717890,669330,543510,663624,624428,623507,622761,669720,543305,623993,54.05,NA,NA,NA,NA,NA,NA,NA,41,1,Cutter,0,6,0,6,6,0,0,6,Standard,Standard,179,0,-0.038
4-Seam,2023-06-04,93.3,-1.19,6.88,"Schmitt, Casey",669477,669330,Field out,hit_into_play,NA,NA,NA,NA,1,Casey Schmitt pops out to first baseman Ryan Mountcastle.,R,R,Right,SF,BAL,X,3,popup,2,1,2023,-0.26,1.49,-0.66,2.91,NA,NA,NA,2,2,Bot,170.55,148.86,NA,NA,543510,NA,NA,1.91754945756322,-135.729091488127,-7.75356264841215,-3.5907673492906,27.621197261608,-12.2747496078115,3.13,1.49,161,82.9,63,93.5,2437,6.3,717890,669330,543510,663624,624428,623507,622761,669720,543305,623993,54.21,0.011,0.013,0,1,0,0,3,14,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,200,-0.011,-0.124
Cutter,2023-06-04,88.6,-1.26,6.89,"Schmitt, Casey",669477,669330,No event,foul,NA,NA,NA,NA,12,Casey Schmitt pops out to first baseman Ryan Mountcastle.,R,R,Right,SF,BAL,Strike,NA,,2,0,2023,0.19,1.06,0.11,3.31,NA,NA,NA,2,2,Bot,NA,NA,NA,NA,543510,NA,NA,2.93817352834603,-129.062514805595,-4.98915487694344,1.64885648488184,23.4053016314213,-19.4615926946503,3.13,1.49,165,77.1,70,89.3,2343,6.3,717890,669330,543510,663624,624428,623507,622761,669720,543305,623993,54.15,NA,NA,NA,NA,NA,NA,NA,14,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,174,0,-0.022
Cutter,2023-06-04,88.7,-1.24,6.86,"Schmitt, Casey",669477,669330,No event,ball,NA,NA,NA,NA,14,Casey Schmitt pops out to first baseman Ryan Mountcastle.,R,R,Right,SF,BAL,Ball,NA,,1,0,2023,0.22,1.22,1.01,1.85,NA,NA,NA,2,2,Bot,NA,NA,NA,NA,543510,NA,NA,5.04477628213688,-128.907102844253,-8.74637225998582,1.42802443212448,26.6058831133338,-16.9669251439763,3.09,1.47,NA,NA,NA,89,2397,6.5,717890,669330,543510,663624,624428,623507,622761,669720,543305,623993,54,NA,NA,NA,NA,NA,NA,NA,14,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,176,0,0.021
4-Seam,2023-06-04,92.8,-1.27,6.91,"Schmitt, Casey",669477,669330,No event,ball,NA,NA,NA,NA,12,Casey Schmitt pops out to first baseman Ryan Mountcastle.,R,R,Right,SF,BAL,Ball,NA,,0,0,2023,-0.35,1.59,0.34,3.66,NA,NA,NA,2,2,Bot,NA,NA,NA,NA,543510,NA,NA,4.90753629484336,-134.966361157867,-6.02332039350579,-5.41287845703745,29.6264935595766,-11.5740817997559,3.09,1.47,NA,NA,NA,92.9,2471,6.4,717890,669330,543510,663624,624428,623507,622761,669720,543305,623993,54.13,NA,NA,NA,NA,NA,NA,NA,14,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,187,0,0.019
2-Seam,2023-06-04,82.7,-2.87,5.54,"Schmitt, Casey",669477,608723,Field out,hit_into_play,NA,NA,NA,NA,6,Casey Schmitt pops out to first baseman Ryan Mountcastle.,R,R,Right,SF,BAL,X,3,popup,1,1,2023,1.32,0.31,0.52,2.48,NA,NA,NA,2,9,Bot,153.29,161.07,NA,NA,543510,NA,NA,5.21723921819966,-120.321710336005,-1.05548913920023,11.7233615436595,24.015036867468,-29.1888439587912,3.13,1.49,120,71.9,65,83.4,2855,6.9,717890,608723,543510,663624,624428,602104,622761,669720,543305,663630,53.65,0.001,0,0,1,0,0,3,76,3,Sweeper,3,8,3,8,8,3,3,8,Standard,Standard,74,0,-0.101
Cutter,2023-06-04,90.6,-2.77,5.8,"Schmitt, Casey",669477,608723,No event,foul,NA,NA,NA,NA,11,Casey Schmitt pops out to first baseman Ryan Mountcastle.,R,R,Right,SF,BAL,Strike,NA,,1,0,2023,0.26,0.89,-1.27,3.17,NA,NA,NA,2,9,Bot,NA,NA,NA,NA,543510,NA,NA,3.17666257296248,-131.912074487142,-2.56195721777657,2.34341777152367,27.598871913854,-21.4047924096277,3.13,1.49,159,58.1,32,90.2,2435,5.9,717890,608723,543510,663624,624428,602104,622761,669720,543305,663630,54.55,NA,NA,NA,NA,NA,NA,NA,76,2,Cutter,3,8,3,8,8,3,3,8,Standard,Standard,183,0,-0.023
Curveball,2023-06-04,78.5,-2.83,5.6,"Schmitt, Casey",669477,608723,No event,ball,NA,NA,NA,NA,9,Casey Schmitt pops out to first baseman Ryan Mountcastle.,R,R,Right,SF,BAL,Ball,NA,,0,0,2023,1.41,-0.71,0.74,1.55,NA,NA,NA,2,9,Bot,NA,NA,NA,NA,543510,NA,NA,5.09782527404588,-114.15491110058,-0.525687908009843,11.1836464417205,23.3635565676918,-38.4549273431264,3.21,1.57,NA,NA,NA,78,2345,6.2,717890,608723,543510,663624,624428,602104,622761,669720,543305,663630,54.29,NA,NA,NA,NA,NA,NA,NA,76,1,Curveball,3,8,3,8,8,3,3,8,Standard,Standard,79,0,0.019
4-Seam,2023-06-04,96.9,-1.81,6.19,"Schmitt, Casey",669477,657508,Field out,hit_into_play,NA,NA,NA,NA,11,Casey Schmitt flies out to center fielder Aaron Hicks.,R,R,Right,SF,BAL,X,8,fly_ball,0,0,2023,-0.85,1.47,-0.59,3.38,NA,NA,NA,0,7,Bot,124.85,105.36,NA,NA,543510,NA,NA,5.20997111042025,-140.96986800704,-5.32510235333027,-12.4685433471537,32.7236117964966,-11.5627346017137,3.13,1.49,236,92.5,55,97.1,2419,6.5,717890,657508,543510,663624,624428,623507,622761,669720,543305,623993,54.02,0.003,0.003,0,1,0,0,3,58,1,4-Seam Fastball,2,7,2,7,7,2,2,7,Standard,Standard,212,-0.009,-0.237
Slider,2023-06-03,88.4,-1.57,6.23,"Schmitt, Casey",669477,680694,Strikeout,foul_tip,NA,NA,NA,NA,5,Casey Schmitt strikes out on a foul tip.,R,R,Right,SF,BAL,Strike,2,,1,2,2023,1.19,0.05,-0.01,2.37,NA,NA,NA,0,4,Bot,NA,NA,NA,NA,668939,NA,NA,1.33936600822611,-128.684742049426,-3.43482956201372,12.861876213631,27.4895320220802,-31.1021236517078,3.13,1.5,NA,NA,NA,88.9,2512,6.7,717916,680694,668939,663624,624428,602104,622761,669720,543305,656811,53.83,NA,NA,0,1,0,0,NA,29,4,Slider,3,0,3,0,0,3,3,0,Standard,Standard,52,-0.01,-0.174
Slider,2023-06-03,86.9,-1.48,6.12,"Schmitt, Casey",669477,680694,No event,ball,NA,NA,NA,NA,14,Casey Schmitt strikes out on a foul tip.,R,R,Right,SF,BAL,Ball,NA,,0,2,2023,1.07,0.07,1.23,1.45,NA,NA,NA,0,4,Bot,NA,NA,NA,NA,668939,NA,NA,4.37144042645757,-126.609330416479,-5.2646723917412,10.7400380135736,23.798087357908,-30.61889757501,3.11,1.54,NA,NA,NA,88.1,2490,6.8,717916,680694,668939,663624,624428,602104,622761,669720,543305,656811,53.7,NA,NA,NA,NA,NA,NA,NA,29,3,Slider,3,0,3,0,0,3,3,0,Standard,Standard,348,0,0.023
Slider,2023-06-03,87.7,-1.6,6.24,"Schmitt, Casey",669477,680694,No event,foul,NA,NA,NA,NA,3,Casey Schmitt strikes out on a foul tip.,R,R,Right,SF,BAL,Strike,NA,,0,1,2023,1.26,0.23,0.61,2.99,NA,NA,NA,0,4,Bot,NA,NA,NA,NA,668939,NA,NA,2.75128231950902,-127.690058140839,-2.17404232095276,13.1751292517075,27.7687152464143,-29.4061559251794,3.13,1.5,90,74.2,81,87.9,2581,6.5,717916,680694,668939,663624,624428,602104,622761,669720,543305,656811,54,NA,NA,NA,NA,NA,NA,NA,29,2,Slider,3,0,3,0,0,3,3,0,Standard,Standard,53,0,-0.047
Slider,2023-06-03,88.4,-1.62,6.19,"Schmitt, Casey",669477,680694,No event,swinging_strike,NA,NA,NA,NA,14,Casey Schmitt strikes out on a foul tip.,R,R,Right,SF,BAL,Strike,NA,,0,0,2023,1.27,0.08,1.32,1.5,NA,NA,NA,0,4,Bot,NA,NA,NA,NA,668939,NA,NA,4.55522630787575,-128.666715559613,-5.51312970979181,13.0017159317132,28.2123918182624,-30.3086117772335,3.13,1.5,NA,NA,NA,88.7,2577,6.6,717916,680694,668939,663624,624428,602104,622761,669720,543305,656811,53.91,NA,NA,NA,NA,NA,NA,NA,29,1,Slider,3,0,3,0,0,3,3,0,Standard,Standard,41,0,-0.038
Curveball,2023-06-03,84.9,-1.17,6.45,"Schmitt, Casey",669477,680694,Field out,hit_into_play,NA,NA,NA,NA,8,Casey Schmitt flies out to center fielder Aaron Hicks.,R,R,Right,SF,BAL,X,8,fly_ball,0,2,2023,0.43,-1.13,-0.08,1.99,NA,NA,NA,2,2,Bot,144.1,92.96,NA,NA,668939,NA,NA,1.68990753219925,-123.567074975156,-1.80769328745307,4.02848011646897,26.6895965823628,-43.5606151381203,3.13,1.5,299,89.3,37,84.9,2635,6.5,717916,680694,668939,663624,624428,683002,622761,669720,543305,656811,54.03,0.031,0.047,0,1,0,0,3,14,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,22,-0.011,-0.063
Slider,2023-06-03,87.9,-1.48,6.28,"Schmitt, Casey",669477,680694,No event,foul,NA,NA,NA,NA,5,Casey Schmitt flies out to center fielder Aaron Hicks.,R,R,Right,SF,BAL,Strike,NA,,0,2,2023,1.08,0.03,-0.09,2.01,NA,NA,NA,2,2,Bot,NA,NA,NA,NA,668939,NA,NA,1.16149545753868,-128.097367924143,-4.37566006806954,11.700848903935,25.0770493848813,-31.1373077328345,3.13,1.5,191,68.4,49,88.7,2717,6.6,717916,680694,668939,663624,624428,683002,622761,669720,543305,656811,53.9,NA,NA,NA,NA,NA,NA,NA,14,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,31,0,0
