pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
Slider,2023-06-03,88.9,-1.44,6.22,"Schmitt, Casey",669477,680694,No event,swinging_strike,NA,NA,NA,NA,14,Casey Schmitt flies out to center fielder Aaron Hicks.,R,R,Right,SF,BAL,Strike,NA,,0,1,2023,0.97,0.11,1.42,1.41,NA,NA,NA,2,2,Bot,NA,NA,NA,NA,668939,NA,NA,5.01159167330848,-129.358393641563,-6.01924997595201,9.9183608108238,25.3476517757627,-29.99263147162,3.13,1.5,NA,NA,NA,89.6,2713,6.6,717916,680694,668939,663624,624428,683002,622761,669720,543305,656811,53.94,NA,NA,NA,NA,NA,NA,NA,14,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,39,0,-0.024
Slider,2023-06-03,87.8,-1.72,6.14,"Schmitt, Casey",669477,680694,No event,called_strike,NA,NA,NA,NA,5,Casey Schmitt flies out to center fielder Aaron Hicks.,R,R,Right,SF,BAL,Strike,NA,,0,0,2023,1.34,-0.15,-0.11,2.66,NA,NA,NA,2,2,Bot,NA,NA,NA,NA,668939,NA,NA,1.14108262236172,-128.017445498149,-2.09017810858371,14.6474328521643,24.4168417145846,-33.6223474126931,3.28,1.54,NA,NA,NA,88.4,2646,6.4,717916,680694,668939,663624,624428,683002,622761,669720,543305,656811,54.11,NA,NA,NA,NA,NA,NA,NA,14,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,55,0,-0.018
Changeup,2023-06-03,85.2,1.13,5.93,"Schmitt, Casey",669477,669145,Field out,hit_into_play,NA,NA,NA,NA,9,"Casey Schmitt grounds out, shortstop Jorge Mateo to first baseman Ryan Mountcastle.   Patrick Bailey to 2nd.",R,R,Left,SF,BAL,X,6,ground_ball,1,2,2023,1.48,0.32,0.61,1.94,NA,NA,672275,1,7,Bot,109.53,157.24,NA,NA,668939,NA,NA,-4.19261845724215,-124.06873281757,-3.71217154966371,16.1529174165108,25.1697235157391,-28.3162383761866,3.13,1.5,5,68.7,-20,85,1785,6.1,717916,669145,668939,663624,624428,602104,622761,669720,543305,656811,54.36,0.046,0.041,0,1,0,0,2,58,4,Changeup,4,0,4,0,0,4,4,0,Standard,Standard,123,-0.002,-0.308
Curveball,2023-06-03,81.8,0.85,6.14,"Schmitt, Casey",669477,669145,No event,foul,NA,NA,NA,NA,14,"Casey Schmitt grounds out, shortstop Jorge Mateo to first baseman Ryan Mountcastle.   Patrick Bailey to 2nd.",R,R,Left,SF,BAL,Strike,NA,,1,1,2023,-0.34,-0.98,0.27,0.97,NA,NA,672275,1,7,Bot,NA,NA,NA,NA,668939,NA,NA,-0.66589410302829,-119.168171052468,-3.1788674757639,-3.09800407599257,24.314179134599,-41.0031494272277,3.13,1.5,102,57.3,21,81.8,2141,6.3,717916,669145,668939,663624,624428,602104,622761,669720,543305,656811,54.15,NA,NA,NA,NA,NA,NA,NA,58,3,Curveball,4,0,4,0,0,4,4,0,Standard,Standard,331,0,-0.06
Sinker,2023-06-03,90.5,1.16,6.1,"Schmitt, Casey",669477,669145,No event,swinging_strike,NA,NA,NA,NA,12,"Casey Schmitt grounds out, shortstop Jorge Mateo to first baseman Ryan Mountcastle.   Patrick Bailey to 2nd.",R,R,Left,SF,BAL,Strike,NA,,1,0,2023,1.32,0.52,1.02,2.79,NA,NA,672275,1,7,Bot,NA,NA,NA,NA,668939,NA,NA,-3.14243570442056,-131.828363406106,-3.44183065281485,16.0047313014065,28.0421009917565,-25.5441196933507,3.13,1.5,NA,NA,NA,90.3,2317,6.1,717916,669145,668939,663624,624428,602104,622761,669720,543305,656811,54.39,NA,NA,NA,NA,NA,NA,NA,58,2,Sinker,4,0,4,0,0,4,4,0,Standard,Standard,144,0,-0.065
Curveball,2023-06-03,80.4,0.89,6.18,"Schmitt, Casey",669477,669145,No event,ball,NA,NA,NA,NA,13,"Casey Schmitt grounds out, shortstop Jorge Mateo to first baseman Ryan Mountcastle.   Patrick Bailey to 2nd.",R,R,Left,SF,BAL,Ball,NA,,0,0,2023,-0.59,-0.82,-1.25,2.05,NA,NA,672275,1,7,Bot,NA,NA,NA,NA,668939,NA,NA,-3.61579178671275,-117.058248789391,-0.888203467646232,-4.6409079745554,23.5377916203418,-39.7124926032442,3.28,1.57,NA,NA,NA,80,2199,6.1,717916,669145,668939,663624,624428,602104,622761,669720,543305,656811,54.36,NA,NA,NA,NA,NA,NA,NA,58,1,Curveball,4,0,4,0,0,4,4,0,Standard,Standard,339,0,0.043
4-Seam,2023-06-03,96.2,-0.34,6.67,"Schmitt, Casey",669477,641329,Strikeout,swinging_strike,NA,NA,NA,NA,12,Casey Schmitt strikes out swinging.,R,R,Right,SF,BAL,Strike,2,,1,2,2023,-0.07,1.5,0.17,4.17,527038,666165,571745,2,5,Bot,NA,NA,NA,NA,668939,NA,NA,1.4856724077142,-140.138211027955,-4.46417474501762,-1.19935266077147,32.1532189730702,-11.6514835903066,3.13,1.5,NA,NA,NA,96.6,2282,6.5,717916,641329,668939,663624,624428,602104,622761,669720,543305,656811,54.02,NA,NA,0,1,0,0,NA,42,4,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,197,-0.027,-0.497
Slider,2023-06-03,85.3,-0.37,6.7,"Schmitt, Casey",669477,641329,No event,foul,NA,NA,NA,NA,5,Casey Schmitt strikes out swinging.,R,R,Right,SF,BAL,Strike,NA,,1,1,2023,0.6,0.4,-0.27,2.46,527038,666165,571745,2,5,Bot,NA,NA,NA,NA,668939,NA,NA,-0.968231646788513,-124.264524459507,-4.52812406754317,6.40869983751862,23.0201475438591,-27.4067212420848,3.13,1.5,143,71.3,72,85.9,2266,6.4,717916,641329,668939,663624,624428,602104,622761,669720,543305,656811,54.07,NA,NA,NA,NA,NA,NA,NA,42,3,Slider,3,0,3,0,0,3,3,0,Standard,Standard,141,0,-0.227
Slider,2023-06-03,84.6,-0.59,6.75,"Schmitt, Casey",669477,641329,No event,swinging_strike,NA,NA,NA,NA,2,Casey Schmitt strikes out swinging.,R,R,Right,SF,BAL,Strike,NA,,1,0,2023,0.38,0.67,-0.02,3.13,527038,666165,571745,2,5,Bot,NA,NA,NA,NA,668939,NA,NA,0.572047765629056,-123.268264656872,-3.51205791279889,3.85079336427816,22.0980452617435,-24.886764283467,3.13,1.5,NA,NA,NA,85.5,2135,6.6,717916,641329,668939,663624,624428,602104,622761,669720,543305,656811,53.94,NA,NA,NA,NA,NA,NA,NA,42,2,Slider,3,0,3,0,0,3,3,0,Standard,Standard,162,0,-0.126
Slider,2023-06-03,83.7,-0.69,6.85,"Schmitt, Casey",669477,641329,No event,ball,NA,NA,NA,NA,11,Casey Schmitt strikes out swinging.,R,R,Right,SF,BAL,Ball,NA,,0,0,2023,0.43,0.5,-0.02,4.81,527038,666165,571745,2,5,Bot,NA,NA,NA,NA,668939,NA,NA,0.708766121051713,-121.914742919197,0.690808326852744,4.13716892414556,22.9969843247566,-27.5499396819755,3.17,1.54,NA,NA,NA,84.2,2129,6.5,717916,641329,668939,663624,624428,602104,622761,669720,543305,656811,54.04,NA,NA,NA,NA,NA,NA,NA,42,1,Slider,3,0,3,0,0,3,3,0,Standard,Standard,145,0,0.072
Curveball,2023-06-02,78.5,-2.07,6.09,"Schmitt, Casey",669477,665152,Field out,hit_into_play,NA,NA,NA,NA,11,Casey Schmitt flies out to left fielder Austin Hays.,R,R,Right,SF,BAL,X,7,fly_ball,0,1,2023,0.81,-1.03,-1.18,3.24,NA,NA,NA,1,4,Bot,44.96,117.67,NA,NA,668939,NA,NA,0.403264089454708,-114.208683951979,2.633023390996,6.99630975828711,23.0183771856104,-41.9054964806465,3.14,1.5,282,84.7,44,77.8,2780,6,717920,665152,668939,656811,624428,602104,622761,669720,543305,623993,54.51,0.011,0.017,0,1,0,0,3,31,2,Curveball,2,2,2,2,2,2,2,2,Standard,Standard,44,-0.019,-0.141
Cutter,2023-06-02,88.3,-2.03,6.08,"Schmitt, Casey",669477,665152,No event,swinging_strike,NA,NA,NA,NA,12,Casey Schmitt flies out to left fielder Austin Hays.,R,R,Right,SF,BAL,Strike,NA,,0,0,2023,0.28,0.91,1.01,3.2,NA,NA,NA,1,4,Bot,NA,NA,NA,NA,668939,NA,NA,6.78590035917557,-128.582071576681,-2.87456858660542,1.78772882781127,25.0938322681898,-21.6605755781996,3.14,1.5,NA,NA,NA,88.2,2479,6.1,717920,665152,668939,656811,624428,602104,622761,669720,543305,623993,54.42,NA,NA,NA,NA,NA,NA,NA,31,1,Cutter,2,2,2,2,2,2,2,2,Standard,Standard,171,0,-0.027
Sinker,2023-06-02,92.3,-2.52,5.65,"Schmitt, Casey",669477,665152,Field out,hit_into_play,NA,NA,NA,NA,11,Casey Schmitt flies out to right fielder Anthony Santander.,R,R,Right,SF,BAL,X,9,fly_ball,0,0,2023,-1.3,0.74,-0.53,3.52,NA,NA,NA,0,2,Bot,191.93,116.06,NA,NA,668939,NA,NA,7.88268550628464,-134.297834871974,-1.27811636991502,-17.3795298731229,25.8611310119877,-23.036503702124,3.14,1.5,264,87.7,48,92.8,1912,6.4,717920,665152,668939,656811,624428,602104,622761,669720,543305,623993,54.14,0.009,0.01,0,1,0,0,3,16,1,Sinker,1,2,1,2,2,1,1,2,Standard,Standard,220,-0.025,-0.237
4-Seam,2023-06-02,97.4,0.09,7.08,"Schmitt, Casey",669477,642585,Double,hit_into_play,NA,NA,NA,NA,11,Casey Schmitt doubles (7) on a line drive to left fielder Austin Hays.,R,R,Right,SF,BAL,X,7,line_drive,0,0,2023,-0.51,1.8,-1.28,2.36,NA,NA,NA,2,9,Bot,35.75,115.49,NA,NA,668939,NA,NA,-2.50188342083794,-141.463099668064,-11.3421096561355,-6.2187141564822,32.8515867919804,-5.54425353547136,3.14,1.5,262,93.5,19,97.8,2875,6.7,717920,642585,668939,656811,624428,602104,622761,669720,543305,663630,53.83,0.411,0.45,1.25,1,1,1,4,65,1,4-Seam Fastball,2,3,2,3,3,2,2,3,Standard,Standard,207,0.098,0.233
Knuckle Curve,2023-06-02,81,-0.91,6.18,"Schmitt, Casey",669477,543056,Strikeout,swinging_strike_blocked,NA,NA,NA,NA,13,Casey Schmitt strikes out swinging.,R,R,Left,SF,BAL,Strike,2,,1,2,2023,-0.46,-1.67,-0.56,0.99,NA,NA,NA,0,7,Bot,NA,NA,NA,NA,668939,NA,NA,1.63943666441961,-117.765356740942,-1.6080480968842,-4.57641901843731,27.1443556668604,-47.3703920413953,3.14,1.5,NA,NA,NA,79.2,2241,5.5,717920,543056,668939,656811,624428,602104,622761,669720,543305,623993,54.96,NA,NA,0,1,0,0,NA,50,4,Knuckle Curve,2,3,2,3,3,2,2,3,Standard,Standard,335,-0.049,-0.174
Changeup,2023-06-02,79.9,-0.37,6,"Schmitt, Casey",669477,543056,No event,swinging_strike,NA,NA,NA,NA,4,Casey Schmitt strikes out swinging.,R,R,Left,SF,BAL,Strike,NA,,1,1,2023,1.44,0.89,-0.49,2.09,NA,NA,NA,0,7,Bot,NA,NA,NA,NA,668939,NA,NA,-2.95602915242559,-116.250414258026,-3.50370673525936,13.5900557747817,23.3871510171773,-23.7005106548678,3.14,1.5,NA,NA,NA,79.1,2996,5.9,717920,543056,668939,656811,624428,602104,622761,669720,543305,623993,54.63,NA,NA,NA,NA,NA,NA,NA,50,3,Changeup,2,3,2,3,3,2,2,3,Standard,Standard,197,0,-0.052
Sinker,2023-06-02,89.3,-0.74,6.04,"Schmitt, Casey",669477,543056,No event,swinging_strike,NA,NA,NA,NA,13,Casey Schmitt strikes out swinging.,R,R,Left,SF,BAL,Strike,NA,,1,0,2023,1.16,0.93,0,1.16,NA,NA,NA,0,7,Bot,NA,NA,NA,NA,668939,NA,NA,-0.622695491188108,-129.791786104259,-7.79450954285552,13.1763895236419,30.9369025083381,-20.1119325281795,3.14,1.5,NA,NA,NA,87.9,1719,5.8,717920,543056,668939,656811,624428,602104,622761,669720,543305,623993,54.68,NA,NA,NA,NA,NA,NA,NA,50,2,Sinker,2,3,2,3,3,2,2,3,Standard,Standard,97,0,-0.048
Sinker,2023-06-02,91.3,-0.76,6.01,"Schmitt, Casey",669477,543056,No event,ball,NA,NA,NA,NA,13,Casey Schmitt strikes out swinging.,R,R,Left,SF,BAL,Ball,NA,,0,0,2023,1.01,0.78,-0.09,0.54,NA,NA,NA,0,7,Bot,NA,NA,NA,NA,668939,NA,NA,-0.465811605955042,-132.682273315756,-9.46986431578873,11.9720932674617,29.8811877693735,-21.0714776898352,3.12,1.46,NA,NA,NA,90.5,1136,6,717920,543056,668939,656811,624428,602104,622761,669720,543305,623993,54.52,NA,NA,NA,NA,NA,NA,NA,50,1,Sinker,2,3,2,3,3,2,2,3,Standard,Standard,83,0,0.037
Sinker,2023-05-31,95.3,-2.03,5.91,"Schmitt, Casey",669477,656605,Sac fly,hit_into_play,NA,NA,NA,NA,11,Casey Schmitt out on a sacrifice fly to left fielder Bryan Reynolds.   Blake Sabol scores.,R,R,Right,SF,PIT,X,7,fly_ball,0,1,2023,-1.38,0.81,-0.88,2.75,666165,NA,672275,1,6,Bot,74.52,53.74,NA,NA,595978,NA,NA,6.12947925647292,-138.619612484849,-4.45271723074312,-19.1967757523117,33.4443614375206,-20.933143875434,3.14,1.5,380,98,28,95.1,2377,6.4,717953,656605,595978,656582,666801,663647,572008,668804,678225,669261,54.14,0.466,0.736,0,1,0,0,6,57,2,Sinker,3,8,3,8,8,4,4,8,Standard,Standard,219,-0.012,-0.14
Sinker,2023-05-31,95.5,-2.05,5.97,"Schmitt, Casey",669477,656605,No event,swinging_strike,NA,NA,NA,NA,11,Casey Schmitt out on a sacrifice fly to left fielder Bryan Reynolds.   Blake Sabol scores.,R,R,Right,SF,PIT,Strike,NA,,0,0,2023,-1.32,0.67,-0.51,3.27,666165,NA,672275,1,6,Bot,NA,NA,NA,NA,595978,NA,NA,6.99385208287324,-138.869974708159,-2.96058371492456,-18.6479832539732,32.6941365285814,-23.011694925601,3.14,1.5,NA,NA,NA,95.1,2269,6.2,717953,656605,595978,656582,666801,663647,572008,668804,678225,669261,54.28,NA,NA,NA,NA,NA,NA,NA,57,1,Sinker,3,8,3,8,8,3,3,8,Standard,Standard,223,0,-0.078
2-Seam,2023-05-31,83.9,-2.01,5.87,"Schmitt, Casey",669477,656605,Single,hit_into_play,NA,NA,NA,NA,9,Casey Schmitt singles on a fly ball to left fielder Bryan Reynolds.,R,R,Right,SF,PIT,X,7,fly_ball,2,2,2023,1.38,0.13,0.65,1.44,NA,NA,NA,2,4,Bot,70.43,125.55,NA,NA,595978,NA,NA,3.40099073756985,-122.064958827272,-4.01242026607397,12.9672003241466,26.3948643621239,-30.2905979217315,3.14,1.5,219,66.6,31,83.4,2787,6.2,717953,656605,595978,656582,666801,663647,572008,668804,678225,669261,54.33,0.934,0.856,0.9,1,1,0,4,38,5,Sweeper,2,6,2,6,6,2,2,6,Standard,Standard,57,0.01,0.147
4-Seam,2023-05-31,97.6,-1.85,5.96,"Schmitt, Casey",669477,656605,No event,ball,NA,NA,NA,NA,14,Casey Schmitt singles on a fly ball to left fielder Bryan Reynolds.,R,R,Right,SF,PIT,Ball,NA,,1,2,2023,-0.78,1.33,1.23,2.14,NA,NA,NA,2,4,Bot,NA,NA,NA,NA,595978,NA,NA,10.0538378151112,-141.66232891114,-7.83984573804399,-12.6724281535296,30.418392859159,-12.5815614537445,3.04,1.48,NA,NA,NA,97.7,2346,6.3,717953,656605,595978,656582,666801,663647,572008,668804,678225,669261,54.17,NA,NA,NA,NA,NA,NA,NA,38,4,4-Seam Fastball,2,6,2,6,6,2,2,6,Standard,Standard,212,0,0.018
4-Seam,2023-05-31,97.4,-1.99,5.97,"Schmitt, Casey",669477,656605,No event,ball,NA,NA,NA,NA,12,Casey Schmitt singles on a fly ball to left fielder Bryan Reynolds.,R,R,Right,SF,PIT,Ball,NA,,0,2,2023,-0.6,1.34,0.47,4.61,NA,NA,NA,2,4,Bot,NA,NA,NA,NA,595978,NA,NA,7.9157194420855,-141.695983159073,-1.18067726604216,-9.8833673008128,33.7118680396374,-14.1164151154168,3.07,1.48,NA,NA,NA,96.9,2453,6.1,717953,656605,595978,656582,666801,663647,572008,668804,678225,669261,54.39,NA,NA,NA,NA,NA,NA,NA,38,3,4-Seam Fastball,2,6,2,6,6,2,2,6,Standard,Standard,216,0,0.01
2-Seam,2023-05-31,84.3,-2.1,5.91,"Schmitt, Casey",669477,656605,No event,called_strike,NA,NA,NA,NA,9,Casey Schmitt singles on a fly ball to left fielder Bryan Reynolds.,R,R,Right,SF,PIT,Strike,NA,,0,1,2023,1.56,0.02,0.66,1.91,NA,NA,NA,2,4,Bot,NA,NA,NA,NA,595978,NA,NA,3.31249114989706,-122.798433211946,-2.93300753801562,14.9954466635644,25.852329930886,-31.6181760695996,3.04,1.48,NA,NA,NA,84.2,2812,6.3,717953,656605,595978,656582,666801,663647,572008,668804,678225,669261,54.21,NA,NA,NA,NA,NA,NA,NA,38,2,Sweeper,2,6,2,6,6,2,2,6,Standard,Standard,50,0,-0.024
Sinker,2023-05-31,94.7,-2.01,5.88,"Schmitt, Casey",669477,656605,No event,foul,NA,NA,NA,NA,5,Casey Schmitt singles on a fly ball to left fielder Bryan Reynolds.,R,R,Right,SF,PIT,Strike,NA,,0,0,2023,-1.21,0.77,0.09,2.59,NA,NA,NA,2,4,Bot,NA,NA,NA,NA,595978,NA,NA,8.14924757373299,-137.815611200277,-4.68595778008326,-17.1140179384278,27.2279848190183,-21.4445405114364,3.14,1.5,298,87.9,29,94.9,2356,6.2,717953,656605,595978,656582,666801,663647,572008,668804,678225,669261,54.34,NA,NA,NA,NA,NA,NA,NA,38,1,Sinker,2,6,2,6,6,2,2,6,Standard,Standard,212,0,-0.018
Sinker,2023-05-31,95.4,-2.15,5.9,"Schmitt, Casey",669477,656605,Double Play,hit_into_play,NA,NA,NA,NA,4,"Casey Schmitt grounds into a double play, second baseman Rodolfo Castro to shortstop Chris Owings to first baseman Connor Joe.   Patrick Bailey out at 2nd.    Casey Schmitt out at 1st.",R,R,Right,SF,PIT,X,4,ground_ball,0,1,2023,-1.29,0.85,-0.37,2.38,NA,571745,672275,1,2,Bot,142.13,152.42,NA,NA,595978,NA,NA,7.53779975231674,-138.629614051367,-5.48871136455228,-18.3617445363168,32.7839467223672,-20.1522643868722,3.14,1.5,34,97.1,-2,94.7,2483,6.1,717953,656605,595978,656582,666801,663647,572008,668804,678225,669261,54.41,0.303,0.313,0,1,0,0,2,15,2,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,220,-0.075,-0.539
Sinker,2023-05-31,95.2,-2.08,5.94,"Schmitt, Casey",669477,656605,No event,foul,NA,NA,NA,NA,1,"Casey Schmitt grounds into a double play, second baseman Rodolfo Castro to shortstop Chris Owings to first baseman Connor Joe.   Patrick Bailey out at 2nd.    Casey Schmitt out at 1st.",R,R,Right,SF,PIT,Strike,NA,,0,0,2023,-1.19,0.69,-0.58,2.64,NA,571745,672275,1,2,Bot,NA,NA,NA,NA,595978,NA,NA,6.58621363567647,-138.686351277858,-4.66696906158624,-16.7371968270999,24.9135252800375,-22.5042419483115,3.14,1.5,252,84.4,19,95.8,2328,6.2,717953,656605,595978,656582,666801,663647,572008,668804,678225,669261,54.35,NA,NA,NA,NA,NA,NA,NA,15,1,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,218,0,-0.083
2-Seam,2023-05-31,83.1,-1.98,4.98,"Schmitt, Casey",669477,670990,Strikeout,swinging_strike,NA,NA,NA,NA,14,Casey Schmitt strikes out swinging.,R,R,Right,SF,PIT,Strike,2,,1,2,2023,0.93,0.42,1.1,1.42,NA,NA,NA,0,9,Bot,NA,NA,NA,NA,595978,NA,NA,5.3302607685714,-121.083430888411,-2.60716216029051,8.29606778205451,21.4707177273475,-27.7076962488778,3.14,1.5,NA,NA,NA,85.1,2360,7.3,717953,670990,595978,656582,666801,663647,672779,668804,678225,669261,53.21,NA,NA,0,1,0,0,NA,78,7,Sweeper,4,9,4,9,9,4,4,9,Standard,Standard,68,-0.005,-0.174
2-Seam,2023-05-31,82.6,-1.82,5.14,"Schmitt, Casey",669477,670990,No event,foul,NA,NA,NA,NA,5,Casey Schmitt strikes out swinging.,R,R,Right,SF,PIT,Strike,NA,,1,2,2023,1.08,0.23,0.25,2.45,NA,NA,NA,0,9,Bot,NA,NA,NA,NA,595978,NA,NA,2.65767457106576,-120.348095835736,-0.148477060027632,10.1118050985515,21.078289309525,-30.0823746491872,3.14,1.5,177,67.2,43,84.4,2267,7.2,717953,670990,595978,656582,666801,663647,672779,668804,678225,669261,53.31,NA,NA,NA,NA,NA,NA,NA,78,6,Sweeper,4,9,4,9,9,4,4,9,Standard,Standard,69,0,0
Sinker,2023-05-31,95.3,-1.85,4.93,"Schmitt, Casey",669477,670990,No event,foul,NA,NA,NA,NA,13,Casey Schmitt strikes out swinging.,R,R,Right,SF,PIT,Strike,NA,,1,2,2023,-1.42,0.08,-1.27,2.03,NA,NA,NA,0,9,Bot,NA,NA,NA,NA,595978,NA,NA,4.84390289159243,-138.698447788731,-2.15881461800277,-19.4385646764217,32.0138751233931,-30.8560169143445,3.14,1.5,14,96.8,-8,97.4,2033,7.5,717953,670990,595978,656582,666801,663647,672779,668804,678225,669261,52.95,NA,NA,NA,NA,NA,NA,NA,78,5,Sinker,4,9,4,9,9,4,4,9,Standard,Standard,241,0,0
2-Seam,2023-05-31,81.9,-2.21,5.02,"Schmitt, Casey",669477,670990,No event,foul,NA,NA,NA,NA,4,Casey Schmitt strikes out swinging.,R,R,Right,SF,PIT,Strike,NA,,1,2,2023,1.5,0.47,-0.5,2.58,NA,NA,NA,0,9,Bot,NA,NA,NA,NA,595978,NA,NA,0.979147096295824,-119.280899677802,0.209726032164698,14.00966801526,24.8562005769275,-27.9736645853762,3.14,1.5,177,68.4,53,83.1,2352,7.2,717953,670990,595978,656582,666801,663647,672779,668804,678225,669261,53.27,NA,NA,NA,NA,NA,NA,NA,78,4,Sweeper,4,9,4,9,9,4,4,9,Standard,Standard,83,0,0
Sinker,2023-05-31,94.1,-2.01,4.78,"Schmitt, Casey",669477,670990,No event,foul,NA,NA,NA,NA,8,Casey Schmitt strikes out swinging.,R,R,Right,SF,PIT,Strike,NA,,1,1,2023,-1.47,0.26,-0.21,1.74,NA,NA,NA,0,9,Bot,NA,NA,NA,NA,595978,NA,NA,8.11284808106734,-136.796432349697,-2.77380351796019,-20.3101207324984,30.1904202813237,-28.5229750701454,3.14,1.5,NA,NA,NA,95.9,2182,7.4,717953,670990,595978,656582,666801,663647,672779,668804,678225,669261,53.14,NA,NA,NA,NA,NA,NA,NA,78,3,Sinker,4,9,4,9,9,4,4,9,Standard,Standard,242,0,-0.052
2-Seam,2023-05-31,83.2,-2.1,5.03,"Schmitt, Casey",669477,670990,No event,ball,NA,NA,NA,NA,12,Casey Schmitt strikes out swinging.,R,R,Right,SF,PIT,Ball,NA,,0,1,2023,0.66,0.72,1.07,2.81,NA,NA,NA,0,9,Bot,NA,NA,NA,NA,595978,NA,NA,6.14250154331893,-121.107550943695,-0.0901451860028305,5.40642326899906,21.5894007312383,-25.1856082240555,2.98,1.48,NA,NA,NA,85.5,2357,7.6,717953,670990,595978,656582,666801,663647,672779,668804,678225,669261,52.92,NA,NA,NA,NA,NA,NA,NA,78,2,Sweeper,4,9,4,9,9,4,4,9,Standard,Standard,77,0,0.027
Sinker,2023-05-31,94.5,-2.11,4.84,"Schmitt, Casey",669477,670990,No event,called_strike,NA,NA,NA,NA,14,Casey Schmitt strikes out swinging.,R,R,Right,SF,PIT,Strike,NA,,0,0,2023,-1.38,0.35,0.85,1.57,NA,NA,NA,0,9,Bot,NA,NA,NA,NA,595978,NA,NA,11.0284979284028,-137.299166807519,-3.73972419540523,-19.7908721525034,26.8324451258894,-27.0620284149409,3.15,1.51,NA,NA,NA,96.8,2168,7.4,717953,670990,595978,656582,666801,663647,672779,668804,678225,669261,53.09,NA,NA,NA,NA,NA,NA,NA,78,1,Sinker,4,9,4,9,9,4,4,9,Standard,Standard,239,0,-0.038
Slider,2023-05-30,85.2,-2.48,5.86,"Schmitt, Casey",669477,670912,Field out,hit_into_play,NA,NA,NA,NA,8,Casey Schmitt flies out to center fielder Ji Hwan Bae.,R,R,Right,SF,PIT,X,8,fly_ball,0,2,2023,0.6,0.06,0.17,1.67,NA,NA,666165,0,4,Bot,115.41,74.14,NA,NA,641511,NA,NA,5.14829579907279,-123.890179201077,-3.65938858682936,5.0207765900211,26.2241289915558,-31.0249694715546,3.13,1.49,311,84.6,34,87,2609,7.6,717972,670912,641511,656582,666801,663647,672779,669261,678225,457705,52.87,0.011,0.016,0,1,0,0,3,30,3,Slider,1,1,1,1,1,1,1,1,Standard,Standard,105,-0.04,-0.24
Slider,2023-05-30,87.8,-2.5,5.72,"Schmitt, Casey",669477,670912,No event,swinging_strike,NA,NA,NA,NA,14,Casey Schmitt flies out to center fielder Ji Hwan Bae.,R,R,Right,SF,PIT,Strike,NA,,0,1,2023,0.44,0.32,1.73,1.37,NA,NA,666165,0,4,Bot,NA,NA,NA,NA,641511,NA,NA,9.62279769212578,-127.500300698169,-5.15520483327044,2.70323996186698,27.2776220136525,-27.7910167425566,3.13,1.49,NA,NA,NA,90.2,2513,8,717972,670912,641511,656582,666801,663647,672779,669261,678225,457705,52.54,NA,NA,NA,NA,NA,NA,NA,30,2,Slider,1,1,1,1,1,1,1,1,Standard,Standard,152,0,-0.063
Slider,2023-05-30,88.6,-2.72,5.87,"Schmitt, Casey",669477,670912,No event,called_strike,NA,NA,NA,NA,2,Casey Schmitt flies out to center fielder Ji Hwan Bae.,R,R,Right,SF,PIT,Strike,NA,,0,0,2023,0.56,0.59,-0.05,3.09,NA,NA,666165,0,4,Bot,NA,NA,NA,NA,641511,NA,NA,5.46142557528849,-129.05759226388,-2.03517867798907,5.27379899843229,25.2447622711796,-25.3699669674479,3.15,1.51,NA,NA,NA,90.9,2348,7.5,717972,670912,641511,656582,666801,663647,672779,669261,678225,457705,52.98,NA,NA,NA,NA,NA,NA,NA,30,1,Slider,1,1,1,1,1,1,1,1,Standard,Standard,151,0,-0.058
